business.rating,business.review_count,business.is_claimed,business.name,business.categories,business.is_closed,business.location.city,business.location.neighborhoods,business.location.postal_code
4.5,63,TRUE,Banh Mi Ngon,Vietnamese;Sandwiches,FALSE,Boston,West Roxbury;West Roxbury Center,2132
3.5,100,TRUE,Sushi Express,Sushi Bars;Japanese,FALSE,Brookline,,2446
3.5,213,TRUE,The Boston Sail Loft,Bars;American (Traditional),FALSE,Boston,North End,2110
4,46,FALSE,Portugalia,Portuguese;Caterers,FALSE,Cambridge,,2141
4,19,TRUE,Savvor Restaurant and Lounge,Lounges;American (New),FALSE,Boston,Waterfront;Leather District;South Boston,2111
3.5,42,FALSE,Olecito,Mexican,FALSE,Brookline,,2445
4.5,16,FALSE,Frio Rico,Latin American;Grocery;Ice Cream & Frozen Yogurt,FALSE,East Boston,East Boston,2128
3.5,162,TRUE,Vejigantes Restaurant,Puerto Rican;Latin American,FALSE,Boston,South End,2118
3.5,36,FALSE,Mandarin Malden,Taiwanese;Chinese,FALSE,Malden,,2148
3.5,30,FALSE,Temptations Cafe,Coffee & Tea;Sandwiches,FALSE,Brookline,,2445
3.5,172,TRUE,Scoozi,Italian;Pizza,FALSE,Boston,Back Bay,2116
4.5,25,FALSE,Vinnie's Pizza,Pizza,FALSE,Malden,,2148
4,180,TRUE,Bon Me,Food Stands;Vietnamese,FALSE,Boston,Downtown,2215
3.5,113,TRUE,Chipotle Mexican Grill,Fast Food;Mexican,FALSE,Cambridge,Harvard Square,2138
4,41,TRUE,Bonapita,Mediterranean;Bakeries,FALSE,Boston,Downtown,2110
3.5,194,FALSE,Zen Japanese Grill & Sushi Bar,Japanese;Sushi Bars,FALSE,Boston,Beacon Hill;Downtown,2108
3.5,224,TRUE,Solas,Pubs;Irish,FALSE,Boston,Back Bay,2199
4,11,FALSE,Curly's Restaurant,Mexican;Latin American,FALSE,Chelsea,,2150
3.5,99,TRUE,Zume's Coffee House,Coffee & Tea;Art Galleries;Sandwiches,FALSE,Charlestown,Charlestown,2129
4.5,13,FALSE,Thistle & Shamrock,Caterers;Delis;Convenience Stores,FALSE,Cambridge,,2140
5,9,TRUE,The Table At Season To Taste,American (New),FALSE,Cambridge,North Cambridge,2140
4,94,TRUE,Thai North,Thai,FALSE,Brighton,,2135
4,14,FALSE,Pronto,Coffee & Tea;Breakfast & Brunch;Sandwiches,FALSE,Cambridge,Harvard Square,2138
3.5,50,FALSE,Yummy Thai Cuisine,Thai,FALSE,Cambridge,North Cambridge,2140
3.5,130,TRUE,Pasta Beach,Italian;Pizza,FALSE,Boston,Waterfront,2110
4.5,98,TRUE,Maekha Thai Authentic Thai Cuisine,Thai,FALSE,Revere,,2151
4.5,30,FALSE,Stoked Wood Fired Pizza Co,Food Trucks;Pizza,FALSE,Boston,Financial District,2110
3,234,TRUE,Hi-Rise Bread Company,Bakeries;Breakfast & Brunch;Cafes,FALSE,Cambridge,Huron Village,2138
4,60,TRUE,U-Sushi,Sushi Bars;Japanese,FALSE,Brookline,Coolidge Corner,2446
3.5,58,FALSE,House of Tibet Kitchen,Himalayan/Nepalese,FALSE,Somerville,Teele Square,2144
3.5,40,FALSE,La Catrina,Mexican,FALSE,Boston,,2135
3.5,156,TRUE,Kelly's Roast Beef,Sandwiches;Fast Food,FALSE,Medford,,2155
3.5,120,TRUE,Hanmaru,Korean;Japanese;Asian Fusion,FALSE,Allston,Allston/Brighton,2134
3.5,34,TRUE,Wellington's Pizzeria,Pizza;Italian,FALSE,Medford,,2155
4,138,TRUE,Terramia Ristorante,Italian;Vegetarian;Gluten-Free,FALSE,Boston,North End,2113
4,159,TRUE,Harvest of India,Indian;Pakistani,FALSE,Cambridge,Central Square,2138
4,41,TRUE,Potbelly Sandwich Shop,Sandwiches,FALSE,Jeffries Point / Airport,East Boston,2128
3.5,125,FALSE,Appleton Cafe,Bakeries;Cafes,FALSE,Boston,South End,2116
4,34,TRUE,Lilly's Cafe & Bakery,Bakeries;Sandwiches,FALSE,Watertown,,2472
3.5,188,TRUE,Taipei Tokyo,Japanese;Chinese;Sushi Bars,FALSE,Somerville,Davis Square,2144
4,38,TRUE,Fiouna's Persian Fusion Cuisine,Persian/Iranian;Halal;Middle Eastern,FALSE,Boston,Fenway,2215
4,42,FALSE,Maria's Pizzeria and Subs,Pizza,FALSE,Arlington,North Cambridge;East Arlington,2474
3.5,164,FALSE,Village Smokehouse,Barbeque,FALSE,Brookline,Brookline Village,2445
3.5,81,TRUE,Nubar,Lounges;American (New),FALSE,Cambridge,Harvard Square,2138
3.5,105,TRUE,Wink & Nod,Cocktail Bars;American (New),FALSE,Boston,South End,2116
3.5,92,TRUE,Crave: Mad For Chicken,Japanese;Korean;Lounges;Food,FALSE,Boston,Chinatown,undefined
3.5,223,FALSE,MuLan,Taiwanese,FALSE,Cambridge,Kendall Square/MIT,2139
3,508,TRUE,Cafeteria Boston,American (New),FALSE,Boston,Back Bay,2116
3.5,248,TRUE,Phoenix Landing,Irish;Pubs;Dance Clubs,FALSE,Cambridge,Central Square,2139
4,73,TRUE,Stella's Pizza,Pizza,FALSE,Watertown,,2472
3.5,130,TRUE,Acitron Cocina Mexicana,Mexican,FALSE,Arlington,Arlington Center,2474
3.5,127,TRUE,Moogy's Restaurant,Sandwiches;Fast Food,FALSE,Brighton,,2135
4.5,7,FALSE,El Mondonguito,Spanish,FALSE,Roxbury,Dudley Square,2119
4.5,62,TRUE,Locale,Italian,FALSE,Boston,North End,2113
3.5,319,TRUE,Golden Temple,Chinese,FALSE,Brookline,,2445
4,79,TRUE,Patou Thai,Thai,FALSE,Belmont,,2478
4,351,TRUE,India Quality Restaurant,Indian,FALSE,Boston,,2215
4.5,28,FALSE,Aria Trattoria,Italian,FALSE,Boston,North End,2113
4,265,TRUE,Toscano Restaurant,Italian,FALSE,Boston,Beacon Hill,2114
3.5,169,TRUE,Not Your Average Joe's,American (New),FALSE,Medford,,2155
4,198,FALSE,Fiore's Bakery,Bakeries;Vegan,FALSE,Jamaica Plain,Jamaica Plain,2130
3.5,187,TRUE,Mass Ave Tavern,American (Traditional),FALSE,Boston,Back Bay,2115
4,43,TRUE,Taqueria Cancun,Mexican,FALSE,Boston,East Boston,2128
4,45,TRUE,Two Paisans' Pizzeria,Pizza,FALSE,Malden,,2148
4,23,TRUE,Olivia's Pizza,Pizza,FALSE,Brighton,,2135
3.5,240,TRUE,Green Dragon Tavern,Pubs;American (Traditional);Music Venues,FALSE,Boston,,2108
3.5,164,TRUE,New Golden Gate,Chinese,FALSE,Boston,Chinatown,2111
3.5,267,FALSE,Rudy's Caf̩,Mexican;Tex-Mex,FALSE,Somerville,Teele Square,2144
4,136,TRUE,Journeyman,American (New),FALSE,Somerville,,2143
4,68,FALSE,Cafe Deia,Breakfast & Brunch;Coffee & Tea,FALSE,Medford,,2155
3.5,281,TRUE,Chau Chow City,Dim Sum,FALSE,Boston,Chinatown,2111
3.5,96,FALSE,Magnificent Muffin & Bagel Shoppe,Bakeries;Sandwiches,FALSE,Somerville,Teele Square,2144
3.5,247,TRUE,Trade,American (New),FALSE,Boston,Waterfront;Financial District;South Boston,2110
4,78,TRUE,Singh's Roti Shop,Caribbean,FALSE,Dorchester,Dorchester,2125
3.5,17,TRUE,Cambridge Pizzeria,Pizza,FALSE,Cambridge,,2139
3.5,202,FALSE,Pho and I,Thai;Vietnamese,FALSE,Boston,,2115
4.5,21,FALSE,Alamo Roast Beef & Seafood,Seafood;Sandwiches,FALSE,Medford,,2155
4,149,TRUE,Sullivan's,Fast Food;Burgers;Food Stands,FALSE,Boston,South Boston,2127
3.5,20,FALSE,Brothers Roast Beef,Sandwiches,FALSE,Brookline,,2445
4.5,25,FALSE,Zest Mediterranean Grille,Mediterranean,FALSE,Boston,,2215
3.5,488,TRUE,Antico Forno,Italian;Pizza;Gluten-Free,FALSE,Boston,North End,2113
3.5,53,TRUE,Sal's Pizza,Pizza;Italian,FALSE,Boston,Downtown,2111
4,45,FALSE,Bastille Kitchen,Bars;French,FALSE,Boston,Waterfront;South Boston,2210
4,64,TRUE,Parla,Italian;Tapas/Small Plates;Cocktail Bars,FALSE,Boston,North End,2113
3.5,175,TRUE,Bacco,Italian,FALSE,Boston,North End,2113
3.5,159,TRUE,Zocalo Mexican Bistro,Mexican;Gastropubs;Tapas Bars,FALSE,Arlington,East Arlington,2474
4,29,FALSE,Caesar's Pizza & Subs,Pizza,FALSE,Somerville,,2143
3.5,154,FALSE,Refuge Cafe,Cafes;Sandwiches;Coffee & Tea,FALSE,Boston,Allston/Brighton,2134
3.5,63,TRUE,B. Good,Burgers;Fast Food,FALSE,Boston,,2115
3.5,45,TRUE,Panera Bread,Sandwiches;Bakeries;Bagels,FALSE,Boston,Fenway,2215
4,53,TRUE,The Pub,American (Traditional);Bars,FALSE,Somerville,,2143
4,228,TRUE,Taste of India Shanti,Indian;Bangladeshi,FALSE,Dorchester,Dorchester,2125
3.5,130,TRUE,The Barracuda Tavern,Bars;Seafood;American (Traditional),FALSE,Boston,Downtown,2108
4.5,93,TRUE,Sycamore,American (New);French,FALSE,Newton,,2459
3.5,109,FALSE,Jade Garden,Chinese,FALSE,Boston,Chinatown,2111
3.5,180,TRUE,Ecco Restaurant,American (New);Bars,FALSE,East Boston,East Boston,2128
4,33,FALSE,Crown Cafe,Sandwiches;Greek;Breakfast & Brunch,FALSE,Watertown,,2472
5,11,TRUE,Boston Croissant Bakery Cafe,Bakeries;Cafes,FALSE,Brighton,,2135
3.5,311,TRUE,The Black Rose,Pubs;American (Traditional),FALSE,Boston,,2109
3.5,305,TRUE,Estragon,Tapas Bars;Spanish,FALSE,Boston,South End,2118
3.5,67,TRUE,Oxford Spa Cafe,American (Traditional);Sandwiches,FALSE,Cambridge,,2138
4,34,FALSE,Pennypacker's Food Truck,Food Stands;Street Vendors;Sandwiches,FALSE,Boston,South Boston,2210
4,17,TRUE,Compliments,Food Trucks;Sandwiches,FALSE,Brookline,,2446
3,103,TRUE,Inbound Pizza,Pizza,FALSE,Allston,Allston/Brighton,2134
3.5,156,TRUE,City Feed & Supply,Sandwiches;Delis;Grocery,FALSE,Jamaica Plain,Jamaica Plain,2130
3.5,108,FALSE,Herrera's,Mexican,FALSE,Boston,Downtown,2111
3.5,139,TRUE,Uncommon Grounds,Breakfast & Brunch;Sandwiches,FALSE,Watertown,,2472
3.5,29,TRUE,Precinct Kitchen + Bar,Bars;American (Traditional),FALSE,Boston,Back Bay,2116
4,26,TRUE,Chacho's Pizza & Subs,Pizza;Fast Food,FALSE,Roxbury Crossing,Mission Hill,2120
3.5,274,TRUE,Wild Willy's Burgers,American (Traditional);Burgers,FALSE,Watertown,,2472
3.5,129,TRUE,Ryles,Jazz & Blues;Barbeque;Music Venues,FALSE,Cambridge,Inman Square,2139
4.5,11,TRUE,Ashur Restaurant,Halal;African,FALSE,Boston,,2119
3.5,187,TRUE,Stone Hearth Pizza,Pizza;Gluten-Free,FALSE,Cambridge,Porter Square,2238
4.5,12,FALSE,Boston Pizza Stop & Cafe,Pizza;Italian,FALSE,Boston,South End,2118
3.5,107,FALSE,Chang's House,Chinese,FALSE,Brighton,,2135
4.5,61,TRUE,PS Gourmet Coffee,Coffee & Tea;Delis;Sandwiches,FALSE,Boston,South Boston,2127
3.5,159,FALSE,Takemura Japanese Restaurant,Japanese,FALSE,Cambridge,Harvard Square,2138
4,24,FALSE,Emilio's Homemade Italian Subs & Dinners,Italian,FALSE,Watertown,,2472
4.5,20,TRUE,D & J Market,Grocery;Polish,FALSE,Dorchester,Dorchester,2125
4,19,FALSE,Paddy's Lunch,American (New);American (Traditional),FALSE,Cambridge,,2138
3.5,183,FALSE,Wings Over Brookline,American (Traditional);Chicken Wings,FALSE,Brookline,,2446
3,90,TRUE,Scoozi,Italian;Pizza,FALSE,Boston,,2215
3.5,65,TRUE,Porter Belly's Pub,Bars;Irish,FALSE,Brighton,,2135
3.5,150,FALSE,Seiyo,Sushi Bars;Japanese,FALSE,Boston,South End,2118
4.5,12,FALSE,Quincy's Place,Burgers;Desserts,FALSE,Boston,,2109
3.5,252,TRUE,Not Your Average Joe's,American (New),FALSE,Watertown,,2472
3,141,TRUE,Menotomy Grill and Tavern,American (Traditional),FALSE,Arlington,North Cambridge;East Arlington,2474
3.5,61,FALSE,Espresso's Pizza,Pizza,FALSE,Medford,,2155
4.5,177,TRUE,Blackstrap BBQ,Barbeque,FALSE,Winthrop,Winthrop,2152
4,18,FALSE,Hidden Kitchen,Delis;Salad;Sandwiches,FALSE,Boston,South End,2118
3.5,231,FALSE,163 Vietnamese Sandwiches & Bubble Tea,Vietnamese;Coffee & Tea;Delis,FALSE,Boston,Chinatown,2111
4,22,TRUE,Bon Me,Vietnamese;Food Trucks;Asian Fusion,FALSE,Boston,Waterfront;South Boston,2111
3.5,182,TRUE,Uni Sashimi Bar,Sushi Bars;Japanese,FALSE,Boston,Back Bay,2215
4,560,FALSE,Stella,Italian;Cafes,FALSE,Boston,South End,2118
3,132,FALSE,Boca Grande,Mexican,FALSE,Cambridge,Porter Square,2138
3.5,75,TRUE,La Brasa,American (New),FALSE,Somerville,,2145
4,27,FALSE,Derne Street Deli,Delis;Coffee & Tea;Pizza,FALSE,Boston,Beacon Hill,2114
3.5,38,TRUE,Sunset Cafe,American (Traditional);Portuguese;Jazz & Blues,FALSE,Cambridge,,2141
